title,abstract,url,publication_year,authors,institutions
PATENT COOPERATIVE PATTERNS AND DEVELOPMENT TRENDS OF CHINESE CONSTRUCTION ENTERPRISES: A NETWORK ANALYSIS,"Despite the rapid development of Chinese construction industry, there has been little research effort directed towards exploring patent cooperative patterns and evolution trends of construction enterprises, especially from the perspective of the patent development network. This paper extracts implicit collaborative information and introduces Social Network Analysis (SNA) method to conduct the patentometric analysis based on patent data from the “Top 500 Chinese Construction Enterprises” sourced from PatSnap database. The enterprise-enterprise networks and enterprise-university networks are analyzed quantitatively. The results reveal that: 1) there is a rising trend in the number of patents and patentees; 2) state-owned enterprises play a dominant role in patent development; 3) most of patents are classified as International Patent Classification E04G21; 4) the cooperative relationships are mainly within enterprises and their subsidiaries; 5) when enterprises choose to cooperate with universities, in addition to professional qualification, geographical factors should also be considered. Finally, the development and patent evolution trends are discussed. Some useful suggestions are proposed. The contribution lies in: (a) providing a visualization of the implicit collaboration information of patents in Chinese construction enterprises; (b) revealing cooperative patterns of construction enterprises on patents; and (c) providing enterprises some useful suggestions for patent cooperation.",https://openalex.org/W2922327800,2019,Botao Zhong; Yongjian Hei; Heng Li,Huazhong University of Science and Technology; Hubei Engineering University; Hong Kong Polytechnic University
Efficacy of Chinese patent medicine for primary osteoporosis: A network meta-analysis,"In the treatment of POP, Jintiange capsule and Zuogui Wan are effective CPMs for improving the BMD of the lumbar spine and femoral neck, respectively.",https://openalex.org/W3164477084,2021,Jinlong Zhao; Lingfeng Zeng; Ming Wu,Guangzhou University of Chinese Medicine
The Use of Social Network Analysis in Knowledge Diffusion Research from Patent Data,"Patent documents are an ample source of technical and commercial knowledge and, thus, patent analysis has long been considered a useful vehicle for R&D management and technoeconomic analysis. In terms of techniques for patent analysis, citation analysis has been the most frequently adopted tool. In this research, we note that citation analysis is subject to some crucial drawbacks and propose a network-based analysis, an alternative method for citation analysis. By using an illustrative data set, the overall process of developing patent network is described. The main objective is to understand that the knowledge diffuse between institution and countries. The knowledge diffusion networks are described by using critical node, core network, and network measures analysis .This includes identifying key influential players, the knowledge spillover patterns among them, and the overall knowledge spillover efficiency. The proposed framework is applied to the field of liquid crystal display (LCD), including the patent citation networks of assignee and countries. The analysis shows that the Japan is the most important citation center in LCD research and the LG Phillps LCD, Sharp Samsung, Hitachi, IBM, and AUO are central points of knowledge flow.",https://openalex.org/W2159770779,2009,Chao‐Chih Hsueh; Chun-Chieh Wang,Yuanpei University; National Taiwan University
Graph Representation Learning Towards Patents Network Analysis,"Patent analysis has recently been recognized as a powerful technique for large companies in the world to lend them insight into the age of competition among various industries. This technique is considered a shortcut for developing countries since it can significantly accelerate their technology development. Therefore, as an inevitable process, patent analysis can be utilized to monitor rival companies and diverse industries. In this research, a graph representation learning approach employed to create, analyze and find similarities of the patents data registered in the Iranian Official Gazette. The patent records were scrapped and wrangled through the Iranian Official Gazette portal. Afterward, the key entities were extracted from the scrapped patents dataset to create the Iranian patents graph from scratch based on novel natural language processing and entity resolution technique. Finally, thanks to the utilization of novel graph algorithms and text mining methods, we identified new areas of industry and research from Iranian patent data, which can be used extensively to prevent duplicate patents, familiarity with similar and connected inventions, Awareness of legal entities supporting patents and knowledge of researchers and linked stakeholders in a particular research field.",https://openalex.org/W4214841892,2021,Mohammad Heydari; Babak Teimourpour,Tarbiat Modares University
Mobility of skilled workers and co-invention networks: an anatomy of localized knowledge flows,"This article illustrates the contribution of mobile inventors and networks of inventors to&#13;\nthe diffusion of knowledge across firms and within cities or states. It is based upon an&#13;\noriginal data set on US inventors’ patent applications at the European Patent Office,&#13;\nin the fields of drugs, biotechnology and organic chemistry. The study combines the&#13;\nmethodology originally proposed by Jaffe et al. (1993, Quarterly Journal of Economics,&#13;\n108: 577–598) with tools from social network analysis, in order to evaluate extent of&#13;\nthe localization of knowledge flows, as measured by patent citations. After controlling&#13;\nfor inventors’ mobility and for the resulting co-invention network, the residual effect of&#13;\nspatial proximity on knowledge diffusion is found to be greatly reduced. We argue that&#13;\nthe most fundamental reason why geography matters in constraining the diffusion of&#13;\nknowledge is that mobile researchers are not likely to relocate in space, so that their&#13;\nco-invention network is also localized. In the light of these results, we revisit common&#13;\ninterpretations of localized knowledge flows as externalities.",https://openalex.org/W2061990921,2009,Stefano Breschi; Francesco Lissoni,Bocconi University; University of Brescia
Identifying the structure of knowledge networks in the US mobile ecosystems: patent citation analysis,"With the emergence of smartphones, the paradigm of the mobile ecosystem has changed rapidly. In particular, global mobile firms focus on technological competition when jostling for market position in recognition of the strategic need to secure a strong mobile platform. In this paper, we analyse the network structure of technological knowledge flows in mobile ecosystems using US patent citation information. We find that two subsectors, platform providers and application and software providers, are at the centre of knowledge exchange activity and play a brokerage role as the key knowledge mediator. Then, we categorise mobile firms into five different groups based on the patterns of their network centrality: knowledge keystone players, knowledge-distributing mediators, knowledge-absorbing mediators, catch-up players, and pure knowledge receivers. The categorisation of firms demonstrates that knowledge flows in the mobile industry converge towards a few leading firms, and such patterns are shaping the mobile ecosystem with respect to technological knowledge. The firms categorised as catch-up players have played a brokerage role within their group, while the firms categorised as knowledge keystone players play a brokerage role across different groups.",https://openalex.org/W2273933399,2015,Sanghoon Lee; Wonjoon Kim; Hakyeon Lee,Korea Advanced Institute of Science and Technology; Technology Management Economics Society; Seoul National University of Science and Technology
"Open innovation and network dynamics. An analysis of openness of co-patenting collaborations in Florence, Italy","Purpose The purpose of this paper is to investigate the relational dynamics for innovation and, in particular, the impact of the openness of innovation process on the innovation capacity of organisations in restricted geographical contexts. Design/methodology/approach Through a negative binomial regression, the work analyses how the characteristics of the openness of the organisation’s innovation process in the period 2004-2010 influence the firm’s patent productivity in the following period (2011-2016). Findings The breadth of the open innovation (OI) process, here measured by the number of external network ties that an organisation realises for the realisation of its patents, has a positive effect on patent productivity. The depth of the openness, that is, the intensity of external network ties, has an equally positive influence on the innovative performance. However, after a tipping point, the patent productivity tends to decrease, underlining the costs and problems of OI practices. Research limitations/implications This study considers only patent collaborations in the city of Florence. Therefore, it focusses on codified innovations and on a single territorial case study. Practical implications The results underline the importance of the adoption of OI practices in restricted geographical contexts (such as cities, clusters or industrial districts) but with several limitations. Only collaborating more with others does not foster the organisation’s invention productivity, but different types of evidence are found here. Originality/value An original database has been created, containing all the information on patents realised in the area of Florence from 2004 until 2016, and a social networks analysis was applied to identify the local innovation networks.",https://openalex.org/W3017770666,2020,Francesco Capone; Niccolò Innocenti,University of Florence
Exploration of Technological Collaboration Trends in Ulsan through Patent Network Analysis,"The purpose of this study is to explore the technological cooperation structure of Ulsan through the analysis of the technological cooperation network.This study analyzed the network of patent applicants filed in Ulsan for 10 years from 2012 to 2021.The study conducted frequency analysis of patent networks to identify major applicants and key technology in Ulsan.The result showed patent applications have been rapidly expanding to universities and individuals, which increases the diversity of industries and technologies in the region.Especially, the study investigated co-occurrence patterns of patent applicants over time to examine collaboration trends in Ulsan.The result showed Collaborative Activities of Industry-University-Research have not yet been extensively expanded.Moreover, there is a tendency to collaborate with applicants outside the region rather than within the region.However, the local environment for technical cooperation has improved, and small-scale cooperation has recently been on the rise.In particular, local universities are not only the core of knowledge production and distribution, but also central to cooperative activities for the effective production and distribution of knowledge.",https://openalex.org/W4367316973,2023,Hye Kyeong Kim; Il Young Choi,Kyung Hee University
Biorefinery and sustainability for the production of biofuels and value-added products: A trends analysis based on network and patent analysis,"Biorefineries are modern mechanisms used for producing value-added products and biofuels from different biomass sources. However, a crucial challenge is to achieve a sustainable model for their adequate implementation. Challenges related to technical efficiency and economic feasibility are two of the most relevant problems. Therefore, the present study sought to determine the current trends in basic research and technological development around biorefining and sustainability. We carried out a co-occurrence analysis and a patent analysis using data obtained from the Scopus and Lens databases to provide a general overview of the current state of this area of knowledge. The co-occurrence analysis intends to provide an overview of biorefining and sustainability based on terms associated with these two concepts as a starting point to determine the progress and existing challenges of the field. The results of the patent analysis consisted in identifying the main technological sectors, applicants, and territories where inventions associated with biorefining are registered. The analysis of the information showed that bioeconomy, techno-economic aspects, circular economy, technical issues associated with biomass production, and biofuels represent the focal point of basic research in a wide range of disciplines. Technology development is focused on fermentation, enzymes, and microorganisms, among other areas, which shows the validity of these traditional techniques in addressing the problems faced by the bioeconomy. This scenario shows that developed economies are the driving force behind this area of knowledge and that the PCT system is fundamental for the protection and commercialization of these inventions in places different from where they originated. Furthermore, the challenge lies in learning to work in alternative and complementary technological sectors, beyond microbiology and enzyme applications, in pursuit of the sector’s technical and economic feasibility.",https://openalex.org/W4315754585,2023,Alejandro Barragán-Ocaña; Humberto Merritt; Omar Eduardo Sánchez-Estrada,Instituto Politécnico Nacional; Universidad Autónoma del Estado de México; Universidad del Valle de México
How do new use environments influence a technology's knowledge trajectory? A patent citation network analysis of lithium-ion battery technology,"It is important for policymakers and industry practitioners to understand the factors that influence the evolution of a technology’s knowledge base, i.e., its knowledge trajectory. The literature on the evolution of technologies and their underlying knowledge bases suggests that technological innovation takes place in an incremental and cumulative manner along certain trajectories. We extend this literature by not only focusing on the influence of the design hierarchy on the evolution of knowledge, but also the influence of emergence of use environments. We focus on the case of lithium-ion battery (LIB) technology from 1970 to 2018. We use a dataset of 101,620 patent families to identify and analyze the LIB industry’s core knowledge trajectory. Our results indicate that the emergence of new use environments (in particular, those that require different service characteristics as compared to older use environments) can serve as an important mechanism for increased knowledge generation at the level of the product architecture, increased product innovation, increased technological uncertainty, and increased participation of new actors in the core knowledge trajectory. We discuss implications for practitioners and policy makers interested in understanding factors that influence the relative knowledge positions of firms and nations in complex, multi-purpose technologies.",https://openalex.org/W3179520015,2021,Abhishek Malhotra; Huiting Zhang; Martin Beuse,ETH Zurich; Indian Institute of Technology Delhi
"Technological Convergence Trend through Patent Network Analysis: Focusing on Patent Data in Korea, U.S., Europe, and Japan","???????????? ????????? ????????? ?????? ????????? ??????????????? ???????????? ????????? ????????? ???????????? ??????. ????????? ???????????? ????????? ????????? ?????? ??????????????? ????????? ?????? ?????? ????????? ??????????????? ??????. ????????? ????????? ????????? ??????????????? ????????????, ????????? ??????????????? ??????????????? ?????? ?????? ????????? ??????????????? ??????. ?????? ?????? ?????? ????????? ?????? ???????????? ???????????? ???????????? ??????. ????????? ????????? ?????? ?????? ????????? ??? ??? ?????? ???????????? ?????? ????????? ?????? ????????? ????????? ?????? ?????? ?????? ?????? ????????? ??????????????? ????????????, ???????????? ????????? ????????? ?????? ????????????. ????????? ????????? ???????????? ????????? ??????????????? ??????????????? ????????? ??? ???????????? ???????????? ??????????????? ????????? ????????? ??????????????? ???????????? ??????????????? ????????? ????????? ????????? ????????? ???????????? ??????. ????????? ??? ????????? ??????????????? 10?????? ?????? ????????? ?????????????????? ?????? ????????? ????????? ???????????? ??????????????? ???????????? ????????????, ??? ????????? ??????, ??????, ??????????????? ?????? ?????? ????????? ????????? ????????? ??????. ?????? ?????? ??????, ??????, ??????, ???????????? 2000????????? 2009????????? 10?????? ????????? ?????? ???????????? ?????? 5,000?????? ????????????, UCINET ?????? ????????? ?????? ??????????????? ?????? ???????????? ????????? ???????????????. ??? ????????? ?????? ????????? ?????? ??????????????? ???????????????. ??????, ???????????? ???????????? ????????? ??????????????? ?????? ????????? ?????? ???????????? ???????????????, ????????? ????????? ?????? ????????? ????????????, ??????, ?????????????????? ????????? ???????????????. ??????, ????????? ??????????????? ????????? ?????? ????????? ????????? ????????????, ????????? ??????, ????????? ?????????????????? ????????? ?????????????????? ????????? ??????????????? ???????????? ????????? ??? ?????????.",https://openalex.org/W2474262036,2013,백현미; 김명숙,
Effectiveness and safety of treatments used for the management of patent ductus arteriosus (PDA) in preterm infants: a protocol for a systematic review and network meta-analysis,"Introduction Management of patent ductus arteriosus (PDA) in preterm infants is one of the most controversial topics in neonatal medicine. The availability of different pharmacotherapeutic options often poses a practical challenge to the practising neonatologist as to which one to choose as a therapeutic option. Our objectives are to determine the relative merits of the available pharmacotherapeutic options for the management of PDA. Methods and Analysis We will conduct a systematic review of all randomised controlled trials evaluating the use of intravenous or oral: indomethacin, ibuprofen and acetaminophen for the treatment of PDA in preterm infants. The primary outcome is failure of closure of the PDA. Secondary outcomes are neonatal mortality, need for surgical closure, duration of ventilator support, chronic lung disease, intraventricular haemorrhage, periventricular leukomalacia, necrotising enterocolitis, gastrointestinal bleeding, time to full enteral feeds and oliguria. We will search Medline, Embase and Cochrane Central Register of Controlled Trials (CENTRAL) as well as grey literature resources. Two reviewers will independently screen titles and abstracts, review full texts, extract information, and assess the risk of bias (ROB) and the confidence in the estimate (with Grading of Recommendations Assessment, Development and Evaluation (GRADE) approach). Subgroup analysis according to gestational age, birth weight, different doses of interventions, time of administration of the first dose of the intervention, and echocardiographic definition of haemodynamically significant PDA and ROB are planned. We will perform a Bayesian network meta-analysis to combine the pooled direct and indirect treatment effect estimates for each outcome, if adequate data are available. Ethics and Dissemination The results will help to reduce the uncertainty about the safety and effectiveness of the interventions, will identify knowledge gaps or will encourage further research for other therapeutic options. Therefore, its results will be disseminated through peer-reviewed publications and conference presentations. On the basis of the nature of its design, no ethics approval is necessary for this study. Trial registration number CRD42015015797.",https://openalex.org/W2491414039,2016,Souvik Mitra; Iván D. Flórez; María Tamayo,Dalhousie University; McMaster University; Universidad de Antioquia
Revealing Development Trends in Blockchain-Based 5G Network Technologies through Patent Analysis,"The fifth-generation (5G) network has special communication and security requirements including high reliability, low latency, precise automatic control, secure covert transmission, and evidence traceability. The 5G network combined with blockchain technology just meets this demand, so it is driving a rapidly growing volume of patent applications. This study proposes application scenarios, architecture diagrams, and patent analysis methods for blockchain-based 5G network technologies, beginning with a network architecture using mobile edge computing (MEC) and blockchain as independent platform components to solve MEC load pressure. In the patent analysis, a patent cluster map of blockchain-based 5G networks is proposed to analyze the intersection of technical application fields. The bottleneck period of technological development is presented for leading countries and enterprises in the technological development of blockchain-based 5G network, highlighting relative advantages and disadvantages. Specifically, to extract the core international patent classification (IPC) key technologies and their mutual interrelatedness, we use network topology analysis to establish an IPC network topology diagram through node global and local topology characteristics, thus revealing hotspots of IPC technology research and the characteristics of the technology relationship system. The findings provide a very useful reference for the formulation of government strategy to assist in the implementation and development of blockchain-based 5G network technologies for future smart cities.",https://openalex.org/W3135124515,2021,Fei Gao; De‐Li Chen; Min‐Hang Weng,Putian University
Identifying technological development trajectories in blockchain domain: a patent citation network analysis,"In the past few years, blockchain technology has attracted more and more attention, and it has been widely used in various fields. But there is still a lack of relevant research reports on the innovation path identification of blockchain technology from a patent perspective. By downloading a total of 14,560 patents from Derwent Innovations Index and conducting main path analysis, this paper illuminates the overall picture of the development of blockchain for experts in this domain from a technology perspective. As an objective and quantitative network-based method, main path analysis identifies important patent, structural backbone and development trajectories in the blockchain development. This provides a reference for the scientific communities to understand the current state of blockchain technology, thereby illuminating future research.",https://openalex.org/W3127015369,2021,Dejian Yu; Tianxing Pan,Nanjing Audit University
The study for logistics technology trends by the method of patent network analysis and Word2Vec,"최근 인공지능(AI) 및 사물인터넷, 빅데이터 등 활용한 기술이 발전함에 따라 산업 간의 경계가 사라지고 기술의 한계를 극복하기 위한 동종 및 이종 기술을 융합하는 혁신이 곳곳에서 일어나고 있다. 그중에서도 물류는 고객의 주문에서부터 배송까지의 과정을 다루는 영역으로 IT, 자동화, 예측, 운송, 창고, 저장 등 다양한 분야의 산업 기술들과의 융합이 일어나며 발전하고 있다. 민간 기업 및 정부 조직은 물류산업 기술변화의 흐름을 연구하기 위한 방법으로 전문가 인터뷰 및 문헌조사 방식을 활용하고 있으나 리서치 및 문헌 정보만으로 물류산업 기술변화의 흐름을 파악하기에는 역부족인 실정으로 생각된다. 따라서 본 연구는 기술혁신의 중요한 지표인 특허정보를 활용하여 국내 물류 기술변화의 동태적 흐름이 어떠한 방향으로 변화하고 있는지 분석해 보고자 한다. 이를 위해 2001~2020年 국내에서 출원된 물류 특허 데이터 3,019건을 수집하여, 국제특허분류(IPC)체계를 활용한 네트워크 동시 분류 분석 및 Word2Vec분석을 실시하였다. 본 연구를 통하여 국내 물류산업은 하역, 운송, 보관과 같은 전통적인 물류 영역뿐만 아니라, 구매, 판매, 서비스 분야와의 기술 융합이 매우 밀접하고 중요한 것으로 확인되었으며, 역직구(CBT), 클라우드, 자동화 분야와 기술 융합이 활발해질 것으로 예측된다. 본 연구로 물류 기술 전략을 추진하고자 하는 기업의 실무 담당자 및 정부 R&D 사업을 진행하고자 하는 정책 담당자에게 기술 동향 참고에 실질적인 도움을 줄 수 있을 것으로 기대한다.",https://openalex.org/W4301585525,2022,In-Bo Hwang; Song Sang-Hwa,
The role of funding source for commercializing university patents: Network analysis on technology &amp;#x2014; Industry linkage patterns,"Although the formulation of technology policies focusing on university is a topic that has been well-discussed in academia, more analytic researches have not yet been developed. Especially, the characteristics and source of R&D funding take critical roles for academic researches to be commercialized. This study aims to investigate the differences depending on R&D funding sources - private or governmental - and to formulate the research policy based on empirical results. From a qualitative perspective, we visualize two-mode networks by linking patent and industry codes. From a quantitative perspective, we conduct ANOVA using centrality indices calculated from the network graphs. Overall, we found idiosyncratic patterns in the technology (patent) - industry networks. However, we only observed marginal differences between the two groups. Furthermore, results of the ANOVA showed a difference in closeness centrality between the two groups. We suggest the policy directions which emphasize interdisciplinary researches and strengthen technology's accessibility to industry.",https://openalex.org/W2006217775,2012,Yongrae Cho; Sanghoon Lee; Wonjoon Kim,Korea Advanced Institute of Science and Technology; Technology Management Economics Society
The persistence of inter‐regional hierarchy in technology transfer networks: An analysis of Chinese patent licensing data,"Abstract This paper asks whether the technological development of a nation reduces the inter‐regional hierarchy in knowledge flow. We examine two scenarios that are the alternative to each other. The first is what we call the globalization of regional innovation system/weakening of inter‐regional hierarchy scenario: As many regions develop their niches in the global economy, the national “anchor” region loses its relative importance as the importer and distributor of new knowledge, rendering the domestic inter‐regional hierarchy less significant as a result. The second scenario is the globalization of national innovation system/persistence of inter‐regional hierarchy. The nation’s traditional anchor region becomes even more active in importing technology and distributing it to other regions of the country. To test which scenario is closer to reality, we employ social network metrics to analyse inter‐regional technology diffusion networks using Chinese patent licensing data for the 1998–2013 period. Our findings support the second scenario, showing that the influence of the traditional anchor region persists in the hierarchical network structure as new cities enter the network. We found five anchor regions: the three usual suspects—Beijing, Shanghai and Shenzhen—plus two that were slightly less expected—Dongguan and Suzhou.",https://openalex.org/W2896065691,2018,Ilwon Seo; Jung Won Sonn,University College London
Patent citation network analysis for measuring the ICT patent progress in India,"Patent citation network analysis is a useful method of identifying the knowledge flow of a technology from one country, institution or corporate to another. Whereas patent citation analysis involves statistical study of citations; patent citation network analysis involves the study of network and its different aspectsidentical to the parameters applied in the study of social network analysis. In the current research paper we have formed patent citation network from the rough data available for patents. Study focuses on the growth and advancement of 'Information and Communication technology' patents in India. The scope of study focuses on patents which are filed in Indian Patent Office by the Indian assignees.",https://openalex.org/W2412222164,2016,Pawan Sharma; Rashmi Tripathi; R. C. Tripathi,Indian Institute of Information Technology Allahabad
A Study on Visualization of Technology Transfer using Distance based Patent Network Analysis,"Technology transfer refers to the transfer of patents from legal holders to others through joint research, mergers and acquisitions. Transferred patents apply to IP-R&D of received companies. In particularly, companies actively carrying out technology transfer construct a patent portfolio strategy through it. Recently, companies that building patent portfolio strategy explore similar technologies to protect theirs. In past, a qualitative method has been used for the above process. However, the method consumes a lot of time and money. Therefore, in this study, we propose a method to discover patents similar to each other by using data mining. Also visualizing the patent portfolio strategy through the information of those patents. To do this, we collected Google's patents for conducting a case study. Collected patents were projected onto a semantic space through a distributed representation of documents. It then used the distance information of the projected patents to draw the network. As a result, it was possible to visualize Google's patent portfolio strategy.",https://openalex.org/W2980096104,2019,Juhyun Lee; Junseok Lee; Jiho Kang,Korea University
Preventing Patent Risks in Artificial Intelligence Industry for Sustainable Development: A Multi-Level Network Analysis,"In recent years, assessing patent risks has attracted fast-growing attention from both researchers and practitioners in studies of technological innovation. Following the existing literature on risks and intellectual property (IP) risks, we define patent risks as the lack of understanding of the distribution of patents that lead to losing a key patent, increased research and development costs, and, potentially, infringement litigation. This paper aims to propose an explorative approach to investigating patent risks in the target technology field by integrating social network analysis and patent analysis. Compared to previous research, this study makes an important contribution toward identifying patent risks in the overall technological field by employing a patent-based multi-level network model that has not appeared in existing methodologies of patent risks. In order to verify the effectiveness of this approach, we take artificial intelligence (AI) as an example. Data collected from the Derwent Innovation Index (DII) database were used to build the patent-based multi-level network on patent risks from market, technology, and assignee perspectives. The results indicate that the lack of international collaborations among assignees and industry–university–research collaboration may lead to patent collaboration risks. Regarding patent market risks, the lack of overseas patent applications, especially the lack of distribution in the main competitive markets, is a key factor. As for patent technology risks, most of the leading assignees lack awareness of the distribution in the following technological fields: industrial electric equipment, engineering instrumentation, and automotive electrics. In summary, assignees from the U.S. with first mover advantages are still powerful leaders in the AI technology field. Although China is catching up very rapidly in the total number of AI patents, the apparent patent risks under the perspectives of collaboration, market, and technology will obviously hamper the catch-up efforts of China’s AI industry. We conclude that, in practice, the proposed patent-based multi-level network model not only plays an important role in helping stakeholders in the AI technological field to prevent patent risks, find new technology opportunities, and obtain sustainable development, but also has significance for guiding the industrial development of various emerging technology fields.",https://openalex.org/W3093202423,2020,Xi Yang; Xiang Yu,Zhongnan University of Economics and Law; Huazhong University of Science and Technology
Applying social network analysis in economic geography: framing some key analytic issues,"Social network analysis attracts increasing attention in economic geography. We claim social network analysis is a promising tool for empirically investigating the structure and evolution of inter-organizational interaction and knowledge flows within and across regions. However, the potential of the application of network methodology to regional issues is far from exhausted. The aim of our paper is twofold. The first objective is to shed light on the untapped potential of social network analysis techniques in economic geography: we set out some theoretical challenges concerning the static and dynamic analysis of networks in geography. Basically, we claim that network analysis has a huge potential to enrich the literature on clusters, regional innovation systems and knowledge spillovers. The second objective is to describe how these challenges can be met through the application of network analysis techniques, using primary (survey) and secondary (patent) data. We argue that the choice between these two types of data has strong implications for the type of research questions that can be dealt with in economic geography, such as the feasibility of dynamic network analysis.",https://openalex.org/W2104111371,2008,Anne L. J. Ter Wal; Ron Boschma,Utrecht University
The Effect of Patent Citation Relationship on Business Performance : A Social Network Analysis Perspective,"최근 지식기반 사회의 진입과 더불어 지식재산에 대한 관심이 증가하고 있다. 특히 하이테크산업을 이끌고 있는 ICT기업들은 지식재산의 체계적 관리를 위하여 끊임없이 노력하고 있다. 기업의 지적 자본을 대표하는 특허정보가 지속적으로 축적됨에 따라 정량적인 분석이 가능해졌다. 특허정보를 통하여 특허수준부터 기업수준, 산업수준, 국가 수준에 이르기 까지 다양한 수준에서의 분석이 가능하다. 특허정보는 기술 현황을 파악하거나 성과에 미치는 영향을 분석하는데 활용되고 있다. 특허 인용 정보를 활용한 분석은 크게 두 가지로, 인용 횟수를 활용하는 인용지표 분석과 인용관계를 바탕으로 한 네트워크분석으로 나뉜다. 네트워크를 통한 분석은 지식 영향의 흐름을 나타내며, 이를 통하여 기술의 변화를 확인할 수 있을 뿐만 아니라 앞으로의 연구 방향을 예측할 수 있다. 네트워크를 활용한 분석 분야에서는 기업이 차지하는 네트워크상에서의 위치가 기업성과에 미치는 영향을 다각도에서 분석하는 연구가 진행되고 있다. 본 연구에서는 소셜네트워크분석 기법을 활용하여 특허 인용을 기반으로 한 기업 간의 네트워크를 도출하고 특허 인용 네트워크에서 차지하는 기업의 위치적 특성이 기업성과에 미치는 영향을 분석하였다. 이를 위해 미국 S&P500에 등록된 IT 및 통신서비스 기업 가운데 74개 기업을 표본으로 선정하였다. 소셜네트워크분석을 통하여 개별 기업들의 아웃디그리 중심성, 매개 중심성, 효율성(구조적 공백)을 측정하여 네트워크 상에서의 위치적 우위를 나타내는 독립변수로서 이용하였으며, 기업성과 변수로는 순이익을 사용하였다. 실증 분석 결과, 각각의 네트워크 지표는 기업성과인 순이익에 통계적으로 유의한 영향을 미치는 것으로 나타났다. 두 가지 중심성 지표는 기업성과에 정(+)의 영향을 미친 반면, 구조적 공백으로 인한 위치적 우위를 나타내는 효율성은 기업성과에 부정적(-)인 영향을 미치는 것으로 나타났다. 세 가지 네트워크 지표를 동시에 고려할 경우에는 매개 중심성만이 기업성과에 대해 통계적 유의성을 보였다. 분석 결과를 토대로 연구의 발견점을 토의하고 시사점을 논의하였다. With an advent of recent knowledge-based society, the interest in intellectual property has increased. Firms have tired to result in productive outcomes through continuous innovative activity. Especially, ICT firms which lead high-tech industry have tried to manage intellectual property more systematically. Firm's interest in the patent has increased in order to manage the innovative activity and Knowledge property. The patent involves not only simple information but also important values as information of technology, management and right. Moreover, as the patent has the detailed contents regarding technology development activity, it is regarded as valuable data. The patent which reflects technology spread and research outcomes and business performances are closely interrelated as the patent is considered as a significant the level of firm's innovation. As the patent information which represents companies' intellectual capital is accumulated continuously, it has become possible to do quantitative analysis. The advantages of patent in the related industry information and it's standardize information can be easily obtained. Through the patent, the flow of knowledge can be determined. The patent information can analyze in various levels from patent to nation. The patent information is used to analyze technical status and the effects on performance. The patent which has a high frequency of citation refers to having high technological values. Analyzing the patent information contains both citation index analysis using the number of citation and network analysis using citation relationship. Network analysis can provide the information on the flows of knowledge and technological changes, and it can show future research direction. Studies using the patent citation analysis vary academically and practically. For the citation index research, studies to analyze influential big patent has been conducted, and for the network analysis research, studies to find out the flows of technology in a certain industry has been conducted. Social network analysis is applied not only in the sociology, but also in a field of management consulting and company's knowledge management. Research of how the company's network position has an impact on business performances has been conducted from various aspects in a field of network analysis. Social network analysis can be based on the visual forms. Network indicators are available through the quantitative analysis. Social network analysis is used when analyzing outcomes in terms of the position of network. Social network analysis focuses largely on centrality and structural holes. Centrality indicates that actors having central positions among other actors have an advantage to exert stronger influence for exchange relationship. Degree centrality, betweenness centrality and closeness centrality are used for centrality analysis. Structural holes refer to an empty place in social structure and are defined as efficiency and constraints. This study stresses and analyzes firms' network in terms of the patent and how network characteristics have an influence on business performances. For the purpose of doing this, seventy-four ICT companies listed in S&P500 are chosen for the sample. UCINET6 is used to analyze the network structural characteristics such as outdegree centrality, betweenness centrality and efficiency. Then, regression analysis test is conducted to find out how these network characteristics are related to business performance. It is found that each network index has significant impacts on net income, i.e. business performance. However, it is found that efficiency is negatively associated with business performance. As the efficiency increases, net income decreases and it has a negative impact on business performances. Furthermore, it is shown that betweenness centrality solely has statistically significance for the multiple regression analysis with three network indexes. The patent citation network analysis shows the flows of knowledge between firms, and it can be expected to contribute to company's management strategies by analyzing company's network structural positions.",https://openalex.org/W2056259303,2013,Junhyung Park; Kee-Young Kwahk,
Patent Analysis Using Bayesian Data Analysis and Network Modeling,"Patent analysis is to analyze patent data to understand target technology. Patent data contains various detailed information about the developed technology. Therefore, many studies concerning patent analysis have been carried out in the technology analysis fields. Most traditional methods for technology analysis were based on qualitative approaches such as Delphi survey. However, the patent analysis methods based on statistics and machine learning have been introduced recently. In this paper, we proposed a statistical method for quantitative patent analysis. Moreover, we selected drone technology as the target technology for patent analysis. To understand drone technology, we analyzed the patents on drone technology. We searched the patent documents related to drone technology and transformed them to structured data using text mining techniques. First, we visualized the patent keywords to identify the technological structure of a drone. Next, using Bayesian additive regression trees, we analyzed the structured patent data to construct technology scenarios for drones. To illustrate the performance and validity of our proposed research, we presented the experimental results of patent analysis using patent documents related to drone technology.",https://openalex.org/W4220974787,2022,Sangsung Park; Sunghae Jun,Cheongju University
